subscription_id,user_id,plan_type,start_date,end_date,status,created_at
S_002373,U_001592,Basic,2024-11-22,,active,2024-11-22
S_002374,U_001593,Basic,2022-12-14,2024-06-06,canceled,2022-12-14
S_002375,U_001593,Basic,2024-07-03,,active,2024-07-03
S_002376,U_001594,Enterprise,2023-05-05,2024-09-26,canceled,2023-05-05
S_002377,U_001595,Basic,2022-06-27,2023-06-22,canceled,2022-06-27
S_002378,U_001595,Pro,2023-07-21,2024-05-16,canceled,2023-07-21
S_002379,U_001596,Pro,2023-12-25,2024-05-23,active,2023-12-25
S_002380,U_001596,Pro,2024-06-13,2024-10-11,active,2024-06-13
S_002381,U_001597,Basic,2023-02-15,2023-09-13,canceled,2023-02-15
S_002382,U_001597,Pro,2023-10-04,2024-09-28,canceled,2023-10-04
S_002383,U_001598,Basic,2022-05-21,2023-06-15,canceled,2022-05-21
S_002384,U_001599,Basic,2023-08-06,2024-11-28,canceled,2023-08-06
S_002385,U_001600,Basic,2023-12-14,2024-07-11,canceled,2023-12-14
S_002386,U_001601,Basic,2023-04-09,2024-09-30,canceled,2023-04-09
S_002387,U_001601,Basic,2024-10-30,,active,2024-10-30
S_002388,U_001602,Basic,2024-07-20,,active,2024-07-20
S_002389,U_001603,Enterprise,2022-01-10,2022-07-09,canceled,2022-01-10
S_002390,U_001603,Pro,2022-08-03,2023-06-29,active,2022-08-03
S_002391,U_001604,Basic,2024-04-13,,active,2024-04-13
S_002392,U_001605,Basic,2022-05-29,2024-02-18,canceled,2022-05-29
S_002393,U_001606,Basic,2023-11-28,,active,2023-11-28
S_002394,U_001606,Pro,2023-11-28,2024-05-26,canceled,2023-11-28
S_002395,U_001607,Basic,2023-06-12,2024-03-08,active,2023-06-12
S_002396,U_001607,Basic,2024-03-29,,active,2024-03-29
S_002397,U_001608,Basic,2023-05-28,2023-11-24,active,2023-05-28
S_002398,U_001608,Pro,2023-12-16,,active,2023-12-16
S_002399,U_001609,Basic,2024-09-17,,active,2024-09-17
S_002400,U_001609,Pro,2024-09-17,,active,2024-09-17
S_002401,U_001610,Pro,2024-07-28,,active,2024-07-28
S_002402,U_001610,Basic,2024-07-28,,active,2024-07-28
S_002403,U_001611,Pro,2022-02-26,2022-08-25,canceled,2022-02-26
S_002404,U_001611,Basic,2022-09-09,2024-07-30,canceled,2022-09-09
S_002405,U_001612,Pro,2023-06-13,2024-09-05,active,2023-06-13
S_002406,U_001612,Pro,2024-10-05,,active,2024-10-05
S_002407,U_001613,Basic,2023-03-28,2023-09-24,canceled,2023-03-28
S_002408,U_001613,Enterprise,2023-10-18,2024-02-15,active,2023-10-18
S_002409,U_001614,Basic,2024-04-24,2024-06-23,active,2024-04-24
S_002410,U_001614,Basic,2024-06-29,,active,2024-06-29
S_002411,U_001615,Pro,2022-01-20,2023-09-12,canceled,2022-01-20
S_002412,U_001615,Basic,2023-09-24,2024-06-20,canceled,2023-09-24
S_002413,U_001616,Pro,2023-08-12,2023-12-10,canceled,2023-08-12
S_002414,U_001616,Basic,2023-12-25,2024-03-24,canceled,2023-12-25
S_002415,U_001617,Basic,2023-12-02,2024-06-29,canceled,2023-12-02
S_002416,U_001617,Basic,2024-07-13,,active,2024-07-13
S_002417,U_001618,Basic,2023-01-01,2024-09-22,active,2023-01-01
S_002418,U_001618,Basic,2024-10-12,,active,2024-10-12
S_002419,U_001619,Basic,2023-12-26,,active,2023-12-26
S_002420,U_001620,Pro,2023-07-06,2024-05-31,canceled,2023-07-06
S_002421,U_001620,Pro,2024-06-09,2024-12-06,canceled,2024-06-09
S_002422,U_001621,Enterprise,2024-10-18,,active,2024-10-18
S_002423,U_001622,Enterprise,2023-05-11,2023-09-08,canceled,2023-05-11
S_002424,U_001623,Pro,2023-04-15,2023-09-12,canceled,2023-04-15
S_002425,U_001624,Basic,2023-12-31,,active,2023-12-31
S_002426,U_001625,Pro,2022-09-03,2024-06-24,canceled,2022-09-03
S_002427,U_001626,Basic,2022-01-14,2022-03-15,active,2022-01-14
S_002428,U_001627,Basic,2024-09-14,,active,2024-09-14
S_002429,U_001628,Basic,2023-10-08,,active,2023-10-08
S_002430,U_001629,Basic,2023-07-17,,active,2023-07-17
S_002431,U_001629,Basic,2023-07-17,2024-12-08,canceled,2023-07-17
S_002432,U_001630,Pro,2024-11-12,,active,2024-11-12
S_002433,U_001631,Pro,2023-03-31,2024-08-22,canceled,2023-03-31
S_002434,U_001632,Basic,2022-04-21,2023-02-15,canceled,2022-04-21
S_002435,U_001632,Basic,2023-03-04,2024-10-24,active,2023-03-04
S_002436,U_001633,Pro,2024-09-06,,active,2024-09-06
S_002437,U_001634,Basic,2024-10-26,,active,2024-10-26
S_002438,U_001634,Basic,2024-10-26,,active,2024-10-26
S_002439,U_001635,Basic,2022-12-24,2023-07-22,canceled,2022-12-24
S_002440,U_001635,Pro,2023-07-30,2024-02-25,canceled,2023-07-30
S_002441,U_001636,Basic,2024-11-27,,active,2024-11-27
S_002442,U_001637,Enterprise,2022-01-18,2023-11-09,canceled,2022-01-18
S_002443,U_001638,Basic,2024-02-17,2024-09-14,canceled,2024-02-17
S_002444,U_001639,Pro,2023-10-29,2024-05-26,active,2023-10-29
S_002445,U_001640,Pro,2023-06-16,,active,2023-06-16
S_002446,U_001640,Pro,2023-06-16,2023-10-14,canceled,2023-06-16
S_002447,U_001641,Basic,2023-06-23,2024-01-19,canceled,2023-06-23
S_002448,U_001642,Pro,2024-08-23,,active,2024-08-23
S_002449,U_001643,Basic,2024-01-20,2024-12-15,canceled,2024-01-20
S_002450,U_001644,Pro,2024-05-18,,active,2024-05-18
S_002451,U_001644,Pro,2024-05-18,,active,2024-05-18
S_002452,U_001645,Basic,2024-02-02,,active,2024-02-02
S_002453,U_001646,Basic,2023-07-27,2023-09-25,canceled,2023-07-27
S_002454,U_001646,Pro,2023-10-08,,active,2023-10-08
S_002455,U_001647,Pro,2022-09-26,2023-02-23,canceled,2022-09-26
S_002456,U_001647,Pro,2023-03-14,2024-11-03,canceled,2023-03-14
S_002457,U_001648,Basic,2022-07-24,2023-02-19,canceled,2022-07-24
S_002458,U_001649,Pro,2024-06-04,,active,2024-06-04
S_002459,U_001649,Pro,2024-06-04,,active,2024-06-04
S_002460,U_001650,Pro,2022-10-26,2023-10-21,canceled,2022-10-26
S_002461,U_001650,Enterprise,2023-11-12,,active,2023-11-12
S_002462,U_001651,Basic,2022-01-20,2022-03-21,active,2022-01-20
S_002463,U_001652,Basic,2024-10-20,,active,2024-10-20
S_002464,U_001653,Pro,2024-12-29,,active,2024-12-29
S_002465,U_001653,Basic,2024-12-29,,active,2024-12-29
S_002466,U_001654,Pro,2023-09-07,2024-07-03,canceled,2023-09-07
S_002467,U_001655,Basic,2022-04-08,2023-09-30,active,2022-04-08
S_002468,U_001655,Basic,2023-10-19,2024-06-15,canceled,2023-10-19
S_002469,U_001656,Pro,2022-12-01,2023-12-26,canceled,2022-12-01
S_002470,U_001656,Basic,2024-01-20,2024-04-19,canceled,2024-01-20
S_002471,U_001657,Basic,2023-06-05,2024-03-31,active,2023-06-05
S_002472,U_001658,Pro,2024-07-10,,active,2024-07-10
S_002473,U_001658,Pro,2024-07-10,,active,2024-07-10
S_002474,U_001659,Basic,2024-01-10,2024-05-09,canceled,2024-01-10
S_002475,U_001659,Enterprise,2024-05-19,,active,2024-05-19
S_002476,U_001660,Basic,2023-06-12,2023-12-09,canceled,2023-06-12
S_002477,U_001661,Pro,2024-04-23,2024-08-21,canceled,2024-04-23
S_002478,U_001661,Basic,2024-09-10,,active,2024-09-10
S_002479,U_001662,Basic,2023-02-12,2023-10-10,active,2023-02-12
S_002480,U_001663,Enterprise,2022-12-24,2023-04-23,canceled,2022-12-24
S_002481,U_001663,Basic,2023-05-16,,active,2023-05-16
S_002482,U_001664,Basic,2023-10-28,2024-01-26,canceled,2023-10-28
S_002483,U_001665,Basic,2024-07-04,,active,2024-07-04
S_002484,U_001666,Pro,2023-08-10,,active,2023-08-10
S_002485,U_001667,Basic,2022-12-10,2024-10-30,canceled,2022-12-10
S_002486,U_001667,Pro,2024-11-07,,active,2024-11-07
S_002487,U_001668,Basic,2024-04-08,,active,2024-04-08
S_002488,U_001669,Basic,2022-11-28,2023-06-26,canceled,2022-11-28
S_002489,U_001669,Pro,2023-07-20,2024-11-11,canceled,2023-07-20
S_002490,U_001670,Enterprise,2023-10-05,2024-06-01,active,2023-10-05
S_002491,U_001670,Pro,2024-06-29,2024-09-27,canceled,2024-06-29
S_002492,U_001671,Basic,2023-07-02,2024-02-27,canceled,2023-07-02
S_002493,U_001671,Basic,2024-03-24,,active,2024-03-24
S_002494,U_001672,Pro,2023-07-10,2023-12-07,canceled,2023-07-10
S_002495,U_001672,Basic,2024-01-06,2024-06-04,canceled,2024-01-06
S_002496,U_001673,Pro,2024-12-02,,active,2024-12-02
S_002497,U_001673,Enterprise,2024-12-02,,active,2024-12-02
S_002498,U_001674,Enterprise,2022-12-09,2023-06-07,canceled,2022-12-09
S_002499,U_001674,Basic,2023-06-24,,active,2023-06-24
S_002500,U_001675,Pro,2022-09-14,2023-10-09,active,2022-09-14
S_002501,U_001676,Pro,2022-06-13,2022-10-11,active,2022-06-13
S_002502,U_001676,Pro,2022-11-08,2023-07-06,canceled,2022-11-08
S_002503,U_001677,Basic,2024-03-24,,active,2024-03-24
S_002504,U_001677,Basic,2024-03-24,2024-05-23,canceled,2024-03-24
S_002505,U_001678,Basic,2022-05-11,2023-03-07,canceled,2022-05-11
S_002506,U_001678,Basic,2023-03-23,2024-10-13,canceled,2023-03-23
S_002507,U_001679,Basic,2022-04-21,2022-06-20,canceled,2022-04-21
S_002508,U_001680,Basic,2024-12-09,,active,2024-12-09
S_002509,U_001681,Basic,2023-06-22,2024-07-16,canceled,2023-06-22
S_002510,U_001682,Basic,2022-06-22,2023-04-18,canceled,2022-06-22
S_002511,U_001683,Basic,2023-04-15,2023-08-13,canceled,2023-04-15
S_002512,U_001684,Basic,2024-06-26,2024-12-23,canceled,2024-06-26
S_002513,U_001685,Basic,2024-12-14,,active,2024-12-14
S_002514,U_001686,Pro,2022-03-13,2024-02-01,canceled,2022-03-13
S_002515,U_001687,Pro,2024-09-02,,active,2024-09-02
S_002516,U_001688,Basic,2023-07-12,2023-12-09,canceled,2023-07-12
S_002517,U_001689,Enterprise,2022-10-04,2024-05-26,active,2022-10-04
S_002518,U_001689,Basic,2024-06-20,,active,2024-06-20
S_002519,U_001690,Pro,2024-07-24,,active,2024-07-24
S_002520,U_001690,Basic,2024-07-24,,active,2024-07-24
S_002521,U_001691,Basic,2024-12-08,,active,2024-12-08
S_002522,U_001691,Pro,2024-12-08,,active,2024-12-08
S_002523,U_001692,Basic,2023-12-13,2024-05-11,canceled,2023-12-13
S_002524,U_001692,Basic,2024-06-10,,active,2024-06-10
S_002525,U_001693,Basic,2023-04-11,2024-11-01,canceled,2023-04-11
S_002526,U_001694,Basic,2023-09-23,2023-11-22,active,2023-09-23
S_002527,U_001695,Basic,2023-06-17,2023-11-14,canceled,2023-06-17
S_002528,U_001695,Pro,2023-11-27,2024-03-26,canceled,2023-11-27
S_002529,U_001696,Basic,2022-01-22,2023-07-16,canceled,2022-01-22
S_002530,U_001697,Basic,2022-10-07,2023-04-05,canceled,2022-10-07
S_002531,U_001697,Basic,2023-05-03,2024-04-27,canceled,2023-05-03
S_002532,U_001698,Basic,2024-08-18,2024-11-16,canceled,2024-08-18
S_002533,U_001699,Basic,2024-10-04,,active,2024-10-04
S_002534,U_001700,Basic,2022-01-19,2022-04-19,active,2022-01-19
S_002535,U_001701,Enterprise,2023-04-19,2024-02-13,canceled,2023-04-19
S_002536,U_001701,Pro,2024-02-24,2024-09-21,canceled,2024-02-24
S_002537,U_001702,Basic,2024-02-05,,active,2024-02-05
S_002538,U_001703,Basic,2024-06-14,,active,2024-06-14
S_002539,U_001704,Basic,2022-12-01,2024-11-20,canceled,2022-12-01
S_002540,U_001704,Basic,2024-12-03,,active,2024-12-03
S_002541,U_001705,Basic,2023-03-28,2024-03-22,canceled,2023-03-28
S_002542,U_001706,Pro,2024-05-14,2024-12-10,active,2024-05-14
S_002543,U_001707,Pro,2023-07-11,2024-09-03,canceled,2023-07-11
S_002544,U_001707,Basic,2024-09-12,,active,2024-09-12
S_002545,U_001708,Basic,2023-07-05,2024-01-01,canceled,2023-07-05
S_002546,U_001709,Basic,2022-05-21,2023-03-17,canceled,2022-05-21
S_002547,U_001710,Basic,2023-08-17,2024-08-11,canceled,2023-08-17
S_002548,U_001711,Pro,2024-07-16,2024-10-14,canceled,2024-07-16
S_002549,U_001712,Basic,2024-10-04,,active,2024-10-04
S_002550,U_001712,Basic,2024-10-04,,active,2024-10-04
S_002551,U_001713,Basic,2022-02-09,2023-09-02,canceled,2022-02-09
S_002552,U_001713,Basic,2023-09-24,,active,2023-09-24
S_002553,U_001714,Basic,2024-12-31,,active,2024-12-31
S_002554,U_001714,Basic,2024-12-31,,active,2024-12-31
S_002555,U_001715,Basic,2022-07-29,2023-02-24,canceled,2022-07-29
S_002556,U_001716,Pro,2022-09-14,2023-08-10,canceled,2022-09-14
S_002557,U_001717,Enterprise,2023-04-22,2024-06-15,canceled,2023-04-22
S_002558,U_001717,Enterprise,2024-07-06,,active,2024-07-06
S_002559,U_001718,Pro,2022-01-31,2022-09-28,canceled,2022-01-31
S_002560,U_001719,Pro,2023-12-02,,active,2023-12-02
S_002561,U_001720,Basic,2024-10-17,,active,2024-10-17
S_002562,U_001720,Enterprise,2024-10-17,,active,2024-10-17
S_002563,U_001721,Basic,2022-03-06,2022-06-04,canceled,2022-03-06
S_002564,U_001722,Basic,2022-10-27,2023-05-25,canceled,2022-10-27
S_002565,U_001722,Basic,2023-06-12,,active,2023-06-12
S_002566,U_001723,Basic,2024-03-14,2024-08-11,active,2024-03-14
S_002567,U_001723,Pro,2024-08-30,2024-12-28,canceled,2024-08-30
S_002568,U_001724,Pro,2024-08-20,,active,2024-08-20
S_002569,U_001725,Basic,2023-05-28,2024-09-19,canceled,2023-05-28
S_002570,U_001726,Basic,2022-09-07,2023-12-01,canceled,2022-09-07
S_002571,U_001727,Pro,2024-06-26,,active,2024-06-26
S_002572,U_001728,Basic,2023-02-12,2024-09-04,active,2023-02-12
S_002573,U_001728,Basic,2024-10-04,,active,2024-10-04
S_002574,U_001729,Enterprise,2024-12-03,,active,2024-12-03
S_002575,U_001729,Basic,2024-12-03,,active,2024-12-03
S_002576,U_001730,Pro,2024-03-07,,active,2024-03-07
S_002577,U_001731,Enterprise,2022-11-21,2024-05-14,canceled,2022-11-21
S_002578,U_001731,Enterprise,2024-05-21,,active,2024-05-21
S_002579,U_001732,Basic,2024-12-02,,active,2024-12-02
S_002580,U_001732,Basic,2024-12-02,,active,2024-12-02
S_002581,U_001733,Enterprise,2024-09-12,,active,2024-09-12
S_002582,U_001733,Basic,2024-09-12,,active,2024-09-12
S_002583,U_001734,Enterprise,2024-01-09,,active,2024-01-09
S_002584,U_001734,Basic,2024-01-09,2024-03-09,canceled,2024-01-09
S_002585,U_001735,Basic,2022-08-20,2022-11-18,canceled,2022-08-20
S_002586,U_001736,Pro,2023-10-27,2024-05-24,active,2023-10-27
S_002587,U_001736,Basic,2024-06-10,,active,2024-06-10
S_002588,U_001737,Basic,2023-07-20,,active,2023-07-20
S_002589,U_001737,Pro,2023-07-20,2024-02-15,canceled,2023-07-20
S_002590,U_001738,Pro,2024-03-21,,active,2024-03-21
S_002591,U_001738,Pro,2024-03-21,,active,2024-03-21
S_002592,U_001739,Basic,2022-03-28,2023-05-22,canceled,2022-03-28
S_002593,U_001740,Pro,2022-11-14,2023-02-12,canceled,2022-11-14
S_002594,U_001740,Basic,2023-03-07,,active,2023-03-07
S_002595,U_001741,Basic,2023-05-25,2023-09-22,canceled,2023-05-25
S_002596,U_001742,Basic,2022-07-07,2022-10-05,canceled,2022-07-07
S_002597,U_001743,Basic,2022-05-03,2023-03-29,canceled,2022-05-03
S_002598,U_001744,Basic,2022-11-12,2024-01-06,canceled,2022-11-12
S_002599,U_001745,Basic,2022-09-15,2024-08-05,canceled,2022-09-15
S_002600,U_001745,Basic,2024-08-22,,active,2024-08-22
S_002601,U_001746,Pro,2023-10-11,,active,2023-10-11
S_002602,U_001747,Pro,2024-06-17,,active,2024-06-17
S_002603,U_001747,Basic,2024-06-17,,active,2024-06-17
S_002604,U_001748,Enterprise,2024-02-13,,active,2024-02-13
S_002605,U_001748,Basic,2024-02-13,,active,2024-02-13
S_002606,U_001749,Basic,2023-05-29,2024-09-20,canceled,2023-05-29
S_002607,U_001749,Basic,2024-10-12,,active,2024-10-12
S_002608,U_001750,Basic,2024-06-15,,active,2024-06-15
S_002609,U_001751,Pro,2024-09-30,,active,2024-09-30
S_002610,U_001752,Basic,2023-01-18,2023-07-17,canceled,2023-01-18
S_002611,U_001752,Enterprise,2023-08-09,2024-05-05,canceled,2023-08-09
S_002612,U_001753,Pro,2023-10-25,,active,2023-10-25
S_002613,U_001754,Enterprise,2022-11-25,2024-01-19,canceled,2022-11-25
S_002614,U_001755,Pro,2022-11-14,2023-03-14,canceled,2022-11-14
S_002615,U_001755,Pro,2023-04-07,2023-08-05,canceled,2023-04-07
S_002616,U_001756,Basic,2023-06-24,2024-03-20,canceled,2023-06-24
S_002617,U_001757,Enterprise,2024-07-18,,active,2024-07-18
S_002618,U_001758,Basic,2024-02-16,2024-10-13,canceled,2024-02-16
S_002619,U_001758,Pro,2024-10-31,,active,2024-10-31
S_002620,U_001759,Enterprise,2024-01-16,2024-04-15,active,2024-01-16
S_002621,U_001760,Basic,2023-10-19,,active,2023-10-19
S_002622,U_001761,Enterprise,2024-03-04,,active,2024-03-04
S_002623,U_001762,Pro,2024-10-15,,active,2024-10-15
S_002624,U_001762,Basic,2024-10-15,,active,2024-10-15
S_002625,U_001763,Basic,2023-08-03,,active,2023-08-03
S_002626,U_001764,Pro,2023-10-22,,active,2023-10-22
S_002627,U_001765,Basic,2024-12-07,,active,2024-12-07
S_002628,U_001765,Basic,2024-12-07,,active,2024-12-07
S_002629,U_001766,Pro,2022-09-23,2024-02-15,active,2022-09-23
S_002630,U_001766,Basic,2024-03-14,,active,2024-03-14
S_002631,U_001767,Pro,2023-02-18,2024-11-09,canceled,2023-02-18
S_002632,U_001768,Basic,2023-01-28,2023-03-29,active,2023-01-28
S_002633,U_001769,Basic,2024-03-06,2024-07-04,canceled,2024-03-06
S_002634,U_001770,Pro,2023-06-09,2024-06-03,canceled,2023-06-09
S_002635,U_001771,Enterprise,2023-03-29,2024-10-19,canceled,2023-03-29
S_002636,U_001771,Basic,2024-11-14,,active,2024-11-14
S_002637,U_001772,Pro,2022-01-27,2023-08-20,canceled,2022-01-27
S_002638,U_001772,Basic,2023-09-10,2024-08-05,canceled,2023-09-10
S_002639,U_001773,Basic,2022-06-13,2023-04-09,active,2022-06-13
S_002640,U_001773,Pro,2023-05-09,2023-10-06,canceled,2023-05-09
S_002641,U_001774,Basic,2024-01-10,,active,2024-01-10
S_002642,U_001775,Enterprise,2024-01-26,2024-10-22,canceled,2024-01-26
S_002643,U_001775,Pro,2024-11-08,,active,2024-11-08
S_002644,U_001776,Basic,2023-06-29,2024-11-20,canceled,2023-06-29
S_002645,U_001776,Pro,2024-12-16,,active,2024-12-16
S_002646,U_001777,Basic,2022-05-25,2023-05-20,canceled,2022-05-25
S_002647,U_001777,Pro,2023-06-16,2023-11-13,canceled,2023-06-16
S_002648,U_001778,Basic,2023-03-19,2023-06-17,canceled,2023-03-19
S_002649,U_001778,Basic,2023-06-22,,active,2023-06-22
S_002650,U_001779,Pro,2022-07-27,2023-06-22,canceled,2022-07-27
S_002651,U_001779,Basic,2023-07-15,2023-10-13,canceled,2023-07-15
S_002652,U_001780,Pro,2024-02-29,2024-12-25,canceled,2024-02-29
S_002653,U_001780,Pro,2025-01-22,,active,2025-01-22
S_002654,U_001781,Basic,2024-12-13,,active,2024-12-13
S_002655,U_001781,Basic,2024-12-13,,active,2024-12-13
S_002656,U_001782,Basic,2023-01-02,2023-11-28,canceled,2023-01-02
S_002657,U_001782,Basic,2023-12-14,,active,2023-12-14
S_002658,U_001783,Basic,2024-04-30,2024-06-29,canceled,2024-04-30
S_002659,U_001783,Enterprise,2024-07-29,,active,2024-07-29
S_002660,U_001784,Basic,2024-01-04,,active,2024-01-04
S_002661,U_001785,Basic,2022-08-02,2023-04-29,active,2022-08-02
S_002662,U_001786,Pro,2024-04-02,,active,2024-04-02
S_002663,U_001786,Pro,2024-04-02,,active,2024-04-02
S_002664,U_001787,Pro,2022-11-20,2023-11-15,canceled,2022-11-20
S_002665,U_001788,Basic,2024-06-26,,active,2024-06-26
S_002666,U_001789,Basic,2023-10-27,2024-01-25,canceled,2023-10-27
S_002667,U_001789,Basic,2024-02-20,2024-09-17,canceled,2024-02-20
S_002668,U_001790,Basic,2024-05-31,,active,2024-05-31
S_002669,U_001790,Basic,2024-05-31,,active,2024-05-31
S_002670,U_001791,Basic,2023-05-08,2023-11-04,canceled,2023-05-08
S_002671,U_001791,Basic,2023-11-28,2024-01-27,canceled,2023-11-28
S_002672,U_001792,Pro,2023-03-15,2023-08-12,canceled,2023-03-15
S_002673,U_001792,Pro,2023-09-02,2024-06-28,canceled,2023-09-02
S_002674,U_001793,Enterprise,2023-06-05,2023-08-04,canceled,2023-06-05
S_002675,U_001793,Basic,2023-08-26,,active,2023-08-26
S_002676,U_001794,Basic,2024-07-05,,active,2024-07-05
S_002677,U_001794,Enterprise,2024-07-05,2025-01-01,canceled,2024-07-05
S_002678,U_001795,Basic,2022-03-12,2023-04-06,canceled,2022-03-12
S_002679,U_001796,Enterprise,2022-02-03,2022-11-30,canceled,2022-02-03
S_002680,U_001797,Pro,2023-09-11,2024-04-08,canceled,2023-09-11
S_002681,U_001797,Basic,2024-04-26,2024-09-23,active,2024-04-26
S_002682,U_001798,Basic,2023-03-31,2023-12-26,canceled,2023-03-31
S_002683,U_001799,Basic,2022-02-14,2023-03-11,canceled,2022-02-14
S_002684,U_001799,Basic,2023-04-08,2024-10-29,canceled,2023-04-08
S_002685,U_001800,Enterprise,2024-11-13,,active,2024-11-13
S_002686,U_001800,Basic,2024-11-13,,active,2024-11-13
S_002687,U_001801,Basic,2022-11-13,2023-04-12,canceled,2022-11-13
S_002688,U_001802,Basic,2024-07-31,,active,2024-07-31
S_002689,U_001803,Pro,2022-10-11,2023-08-07,canceled,2022-10-11
S_002690,U_001803,Enterprise,2023-09-02,2024-06-28,canceled,2023-09-02
S_002691,U_001804,Pro,2023-05-27,2024-05-21,canceled,2023-05-27
S_002692,U_001804,Pro,2024-06-01,2024-09-29,canceled,2024-06-01
S_002693,U_001805,Enterprise,2023-09-08,2024-12-31,canceled,2023-09-08
S_002694,U_001806,Pro,2024-03-29,,active,2024-03-29
S_002695,U_001806,Pro,2024-03-29,2024-07-27,canceled,2024-03-29
S_002696,U_001807,Pro,2022-06-08,2023-03-05,canceled,2022-06-08
S_002697,U_001807,Pro,2023-03-30,2023-10-26,canceled,2023-03-30
S_002698,U_001808,Pro,2022-12-21,2024-07-13,canceled,2022-12-21
S_002699,U_001809,Pro,2022-07-15,2023-12-07,canceled,2022-07-15
S_002700,U_001810,Pro,2022-03-18,2022-07-16,canceled,2022-03-18
S_002701,U_001811,Pro,2022-06-10,2023-04-06,canceled,2022-06-10
S_002702,U_001812,Basic,2023-12-14,,active,2023-12-14
S_002703,U_001813,Basic,2022-09-04,2024-03-27,canceled,2022-09-04
S_002704,U_001814,Pro,2022-01-24,2022-10-21,canceled,2022-01-24
S_002705,U_001814,Pro,2022-11-02,2023-01-01,canceled,2022-11-02
S_002706,U_001815,Basic,2023-09-17,,active,2023-09-17
S_002707,U_001816,Basic,2023-10-16,,active,2023-10-16
S_002708,U_001816,Basic,2023-10-16,2024-02-13,active,2023-10-16
S_002709,U_001817,Basic,2022-11-03,2023-08-30,active,2022-11-03
S_002710,U_001818,Basic,2023-03-29,2023-06-27,active,2023-03-29
S_002711,U_001818,Pro,2023-07-08,2024-08-01,canceled,2023-07-08
S_002712,U_001819,Basic,2024-03-15,,active,2024-03-15
S_002713,U_001820,Basic,2024-10-30,,active,2024-10-30
S_002714,U_001821,Basic,2024-06-03,,active,2024-06-03
S_002715,U_001821,Basic,2024-06-03,,active,2024-06-03
S_002716,U_001822,Enterprise,2022-10-31,2024-04-23,canceled,2022-10-31
S_002717,U_001822,Pro,2024-05-15,,active,2024-05-15
S_002718,U_001823,Enterprise,2022-06-19,2023-12-11,canceled,2022-06-19
S_002719,U_001823,Pro,2023-12-20,,active,2023-12-20
S_002720,U_001824,Basic,2022-04-11,2023-04-06,canceled,2022-04-11
S_002721,U_001825,Pro,2023-06-22,2023-11-19,canceled,2023-06-22
S_002722,U_001826,Basic,2024-10-24,,active,2024-10-24
S_002723,U_001827,Pro,2022-10-04,2024-06-25,canceled,2022-10-04
S_002724,U_001828,Basic,2023-02-10,2023-08-09,active,2023-02-10
S_002725,U_001828,Pro,2023-08-31,,active,2023-08-31
S_002726,U_001829,Basic,2023-02-06,2023-11-03,canceled,2023-02-06
S_002727,U_001829,Basic,2023-12-03,2024-05-01,active,2023-12-03
S_002728,U_001830,Basic,2024-12-09,,active,2024-12-09
S_002729,U_001830,Enterprise,2024-12-09,,active,2024-12-09
S_002730,U_001831,Enterprise,2022-05-27,2023-11-18,active,2022-05-27
S_002731,U_001832,Basic,2023-10-25,2024-03-23,canceled,2023-10-25
S_002732,U_001833,Basic,2022-08-19,2023-03-17,active,2022-08-19
S_002733,U_001834,Pro,2024-01-19,,active,2024-01-19
S_002734,U_001835,Basic,2023-10-19,2024-03-17,canceled,2023-10-19
S_002735,U_001835,Basic,2024-03-22,,active,2024-03-22
S_002736,U_001836,Pro,2022-02-19,2022-07-19,canceled,2022-02-19
S_002737,U_001836,Pro,2022-07-26,2023-03-23,canceled,2022-07-26
S_002738,U_001837,Basic,2023-12-18,2024-09-13,active,2023-12-18
S_002739,U_001838,Pro,2022-10-26,2024-08-16,active,2022-10-26
S_002740,U_001838,Basic,2024-09-08,2024-12-07,canceled,2024-09-08
S_002741,U_001839,Pro,2023-04-24,2024-11-14,canceled,2023-04-24
S_002742,U_001839,Basic,2024-11-25,,active,2024-11-25
S_002743,U_001840,Pro,2022-11-16,2023-04-15,canceled,2022-11-16
S_002744,U_001840,Pro,2023-04-26,2023-06-25,canceled,2023-04-26
S_002745,U_001841,Enterprise,2022-04-22,2022-06-21,canceled,2022-04-22
S_002746,U_001841,Enterprise,2022-07-04,2024-02-24,canceled,2022-07-04
S_002747,U_001842,Basic,2022-10-30,2024-10-19,canceled,2022-10-30
S_002748,U_001842,Enterprise,2024-11-06,,active,2024-11-06
S_002749,U_001843,Basic,2023-12-05,2024-04-03,canceled,2023-12-05
S_002750,U_001843,Basic,2024-04-28,,active,2024-04-28
S_002751,U_001844,Pro,2024-07-10,,active,2024-07-10
S_002752,U_001844,Basic,2024-07-10,,active,2024-07-10
S_002753,U_001845,Basic,2023-11-11,,active,2023-11-11
S_002754,U_001845,Basic,2023-11-11,2024-04-09,canceled,2023-11-11
S_002755,U_001846,Pro,2023-03-10,2024-08-01,canceled,2023-03-10
S_002756,U_001846,Basic,2024-08-25,,active,2024-08-25
S_002757,U_001847,Basic,2024-12-07,,active,2024-12-07
S_002758,U_001848,Basic,2024-09-16,,active,2024-09-16
S_002759,U_001849,Basic,2022-02-07,2023-09-30,canceled,2022-02-07
S_002760,U_001849,Basic,2023-10-17,,active,2023-10-17
S_002761,U_001850,Pro,2024-12-14,,active,2024-12-14
S_002762,U_001850,Basic,2024-12-14,,active,2024-12-14
S_002763,U_001851,Basic,2022-12-15,2024-11-04,canceled,2022-12-15
